temperature,humidity,cloud_cover,solar_irradiance,sunlight_hours,panel_capacity_kw,panel_efficiency,past_avg_kwh,energy_production_kwh
24.36350297118406,21.885751141204054,64.20316461542878,357.9683538457122,4.310090327011646,3,0.8665720373891155,25.403270022239866,6.525082509773647
38.767857660247905,58.184624675826825,8.413996499504883,915.8600350049512,7.188127789408888,4,0.8337606374603708,32.043630006370805,21.336076961946635
33.29984854528513,38.8613588645796,16.162871409461378,838.3712859053862,7.243810729660639,3,0.8136333013870465,26.03813677548971,18.060886578714637
29.966462104925917,50.514241469882165,89.85541885270793,101.44581147292075,7.824579408989239,3,0.8859531577642104,26.218759430707728,9.147063408129538
18.900466011060914,74.45398843556558,60.642905965958995,393.57094034041006,8.35654800233597,4,0.7666796223459227,32.533072053166904,13.7105998143297
18.899863008405067,34.9575337489325,0.9197051616629648,990.8029483833703,9.855112476775208,6,0.8238937656436289,23.06965732424794,48.133182098396475
16.452090304204987,44.62297538213778,10.147154286603211,898.5284571339679,7.097802089807172,6,0.7517030467151129,17.680304569012815,28.533628261427125
36.654403644373375,65.33306831258292,66.35017691080559,336.4982308919441,5.937738837647476,3,0.820299096299119,15.57565352626678,6.074500745607504
30.02787529358022,33.72788992949735,0.5061583846218687,994.9384161537813,8.771117168612221,4,0.7584454913522756,30.10274511347238,27.909132063628142
32.70181444490114,24.618794589727578,16.080805141749867,839.1919485825014,5.624993507572445,3,0.7678226874402108,27.406191027069294,14.432058669660341
15.51461235739506,37.38508717482608,54.87337893665861,451.2662106334139,6.633828524233817,5,0.7676289370165658,29.08159536198447,14.049317804680268
39.247746304049855,29.673277235240263,69.18951976926932,308.1048023073067,4.470738288053596,5,0.8473815453174095,19.259283230178212,11.049258187104934
35.81106602001054,75.78185914055439,65.19612595026005,348.0387404973995,4.152104460492745,3,0.8619067318898135,17.727429511735394,5.0938340586990325
20.308477766956905,68.48722277386501,22.42693094605598,775.7306905394402,9.77589048806755,6,0.8375053147645739,15.290893313357639,41.048778856631685
19.545624180177516,58.00422539062541,71.2179221347536,287.820778652464,9.015880723073234,6,0.8943258822711813,22.011751176131938,24.520631809239795
19.585112746335845,72.28763541126307,23.724908749680008,762.7509125032,8.175845236562187,3,0.8062305869285556,26.79835373709266,15.351153355343616
22.60605607398844,68.22032461394687,32.539969815926774,674.6003018407323,6.45371766648562,3,0.7928568129422792,22.844880901994646,12.093345980258517
28.11891079080595,31.194203533162153,74.64914051180241,253.50859488197585,5.039765920425075,5,0.8802898692284191,23.749498440474582,9.896597775954609
25.798625466052894,73.55353990939867,64.96328990472146,350.36710095278534,4.938622256026516,6,0.7835393757779179,33.08317388987497,13.568024380344742
22.28072850495105,52.36053451493904,84.9223410494178,150.77658950582207,5.501457388987572,3,0.8944833809160917,21.965109340466007,6.329536837888253
30.296322368059485,68.44640930984374,65.76128923003434,342.3871076996566,7.295359988236723,5,0.7518231712034724,25.279789783196215,15.042718696629054
18.487346516301045,73.7654779954096,56.830860333547164,431.6913966645284,8.287575536200375,6,0.8954818240061458,30.67306025482286,26.296372969648058
22.303616213380455,39.08020849831183,9.367476782809248,906.3252321719075,7.961184260306387,4,0.7564739867925864,22.930855646425403,21.720159207235003
24.159046082342293,26.603115471660605,36.77158030594335,632.2841969405665,5.679603381675657,5,0.8836714670547107,27.441734004557468,20.07583705647277
26.4017496054259,33.6761097525165,26.520236768172545,734.7976323182745,9.729191683979165,6,0.829155166362945,32.2472741749349,40.59587294692799
34.62939903482534,45.626467317575376,24.398964337908357,756.0103566209165,8.427381500174612,6,0.8989447194178951,33.990412473152844,36.59454946235444
19.991844553958995,69.08088595534959,97.30105547524455,26.98944524755442,7.326124315068404,5,0.7610694847103099,17.941469618580758,9.943430456217003
27.85586096034029,71.64383499538062,39.30977246667604,606.9022753332396,7.670324477406114,4,0.8330781426601981,33.53175250322989,19.988635445626436
29.810364221551062,20.417127831871444,89.20465551771133,107.95344482288671,6.517600374566739,5,0.8953953803428649,24.842325861590766,9.32226709781847
16.161260317999943,50.64483815465394,63.11386259972629,368.8613740027371,5.486385937006945,6,0.8284646766255224,20.164887765979167,16.61190259655012
30.18862129753596,45.04466018892674,79.48113035416485,205.1886964583516,6.135836071907569,3,0.8444097957202894,24.182715124765224,6.313455413211498
19.263103092182288,33.326468628243816,50.26370931051921,497.3629068948079,8.547076662786214,3,0.8543623033476926,34.60065150570954,15.421984521389142
16.62628982463199,27.19192204002097,57.69038846263591,423.0961153736409,4.086360931778535,5,0.818181159715166,24.85236187985739,9.142659082581222
38.722138431333335,40.25691028421768,49.25176938188639,507.4823061811361,4.696435843041497,6,0.8441337120126096,21.575032205750162,13.269008146403564
39.14080082686398,76.57458223475115,19.52429877980445,804.7570122019555,4.2760158521305165,3,0.8376471467884651,27.668017086334515,6.905424047436582
35.20993370291153,39.39217592124531,72.24521152615053,277.5478847384947,4.244372813913821,6,0.8851737015736484,19.802912375563864,11.757139408272758
22.61534422933427,51.12743730460197,28.07723624408558,719.2276375591442,9.132763504066043,5,0.7568169570512187,16.51726656217328,28.479898782988
17.441802850159597,62.18113753371067,2.431596643145384,975.6840335685462,8.221947156280141,3,0.7921444784388345,17.577594438212984,17.86569686611894
32.10582566280392,41.81777614275764,64.54722959071678,354.5277040928322,6.845042974523951,6,0.8925617226114838,17.56091677915545,21.841258340280678
26.003812343490033,78.30692496325764,17.711067940704893,822.8893205929511,4.587004963906009,3,0.8835395675836375,18.038053870245886,8.230532595111711
18.05095587111947,77.74683769652668,94.04585843529144,59.54141564708559,6.949695250700994,5,0.8183485129178569,17.776543452988204,10.50842916514764
